ano,vtotal,areatotal,tempano,tempanodp,precano,precanodp,munic
1990,1264258.845,1388970,22.8626493,4.272845529,1316.340737,10.83844561,3500105
1991,737239.9082,1235817,23.21814093,3.081070683,1414.517344,12.05154803,3500105
1992,1381728.03,1059597,22.73151711,3.306778918,1389.987868,10.8240505,3500105
1993,1547278.853,941193,23.19672431,3.72099873,1319.847774,9.62508552,3500105
1994,1383899.674,991584,23.60301386,3.519357363,1160.328301,10.30565088,3500105
1995,1632009.413,972081,23.55167436,2.99880837,1492.403992,11.64798238,3500105
1996,1910847.544,1063953,23.02875219,3.409369585,1152.816758,9.131357825,3500105
1997,1843234.697,1081377,23.31528671,3.296004612,1567.560276,10.89727459,3500105
1998,1812944.284,1046529,23.19374713,3.455134704,1389.116572,9.438433717,3500105
1999,2051107.492,1094841,23.47183487,3.518524486,980.518653,7.462519941,3500105
2000,1326583.734,969804,23.27866088,3.855466379,1268.023185,8.863538934,3500105
2001,2484606.325,1234827,23.63068498,3.524629816,1290.845201,9.092620717,3500105
2002,3081434.669,1445895,24.46876714,3.400730225,1026.956924,8.730663192,3500105
2003,2546356.201,1342341,23.49745261,3.403117429,1180.719235,8.541838985,3500105
2004,2503896.467,1463121,23.04267386,3.649040782,1224.749955,9.831753491,3500105
2005,2861892,1419561,23.41363712,3.296625584,1247.012245,9.437955034,3500105
2006,3008258.857,1273536,23.80656157,3.295633676,1511.014591,11.55964593,3500105
2007,3909081.094,1403127,24.15558316,3.471190359,1282.302306,9.389534755,3500105
2008,3452473.915,1560042,23.34564044,3.164525621,1083.705145,8.418116328,3500105
2009,3702484.254,1592217,23.35702565,3.509578205,1940.94644,14.67631457,3500105
2010,3326064.896,1571823,23.09774632,3.375724336,1312.794851,10.24646547,3500105
2011,3284135.66,1525095,22.95208962,3.536957093,1130.961296,8.458459122,3500105
2012,3603019.613,1514700,23.34241862,3.645005356,1269.673176,10.61337094,3500105
2013,3572662.424,1501038,22.53908954,3.439129672,1277.421879,11.53954633,3500105
2014,2756874.72,1415898,23.16971218,3.339899916,1117.643983,8.803156548,3500105
1990,1042861.16,607860,23.0372566,3.703296501,1314.680396,9.024719839,3500204
1991,970738.5599,561330,22.99643538,2.664130248,1568.345787,11.12086707,3500204
1992,1671605.489,738936,23.07253435,2.462133617,1494.948162,9.391784081,3500204
1993,1784159.333,518859,23.35126229,3.169224945,1124.035634,7.474656374,3500204
1994,2412145.109,828729,23.92918825,3.196905197,1295.441624,9.031709535,3500204
1995,1035302.852,606870,23.72833386,2.622398945,1574.835801,10.6097024,3500204
1996,950784.9263,552717,23.13837307,3.316275893,1099.646845,7.294775305,3500204
1997,729897.9304,511038,23.66872378,3.067165234,1577.121396,10.49477129,3500204
1998,1052641.372,605088,23.7017489,3.09690625,1677.002749,11.68033853,3500204
1999,1157952.854,611919,23.61001348,3.063487564,1566.55519,12.57992076,3500204
2000,828805.3603,498762,23.62396701,3.344488906,1397.340276,8.897662555,3500204
2001,3788505.283,1372536,23.82129777,3.097322668,1207.611874,8.130781039,3500204
2002,2011975.182,496188,24.65429126,2.979755846,1222.910036,11.26761418,3500204
2003,1955134.533,665280,23.65800518,2.914628134,1290.462268,8.640014225,3500204
2004,2685254.08,714681,23.39250562,3.217840721,1286.806977,9.379954939,3500204
2005,2385900,697752,23.98475397,2.819512826,1096.027627,8.250657165,3500204
2006,3211426.91,657360,23.70252886,2.777337217,1366.057817,10.17806482,3500204
2007,3089130.568,914265,24.26693572,3.016798645,1376.664741,10.53185046,3500204
2008,3530094.653,981387,23.37518365,2.718267503,1164.033497,8.075478597,3500204
2009,2865520.837,863775,23.04880875,2.946778201,1601.833843,9.154437595,3500204
2010,4999252.932,898128,23.44872216,2.89258377,1006.424936,8.112649509,3500204
2011,5397155.998,897138,22.82520309,2.923733773,1557.595681,9.926512915,3500204
2012,2640891.949,871299,23.54583796,3.151971595,1118.170398,7.209353501,3500204
2013,2816235.011,840411,22.52296287,3.002674394,1284.188751,9.870874115,3500204
2014,2667752.044,947331,23.71106878,2.873833187,988.1852334,7.414849621,3500204
1990,1807263.747,1722402,20.60188916,3.973664992,1268.796682,9.534462762,3500303
1991,1940768.015,1795266,20.58213072,2.585322993,1470.662147,10.37310556,3500303
1992,3561856.609,1611522,19.31815785,2.319586491,1414.254685,9.63479176,3500303
1993,4577289.245,1621719,19.31802428,3.066373818,1401.791542,9.693045213,3500303
1994,5146674.832,1725570,19.40562895,3.586651114,999.828982,8.309023529,3500303
1995,3138848.196,1663893,20.05809017,2.661111618,1408.001944,10.95076471,3500303
1996,3483059.36,2064843,19.47709055,3.233138337,1499.785112,10.12000194,3500303
1997,2422748.343,1336203,20.40661476,3.162695716,1072.29563,7.08542816,3500303
1998,3969975.394,1830015,20.03987442,3.166136772,1361.642523,9.322709558,3500303
1999,3327955.864,1860111,19.64346892,2.997866053,1575.162217,12.32937932,3500303
2000,5954116.737,2830509,20.59607887,2.927264578,1672.011263,11.02316431,3500303
2001,14232929.12,1748637,19.9514181,2.848602798,1206.927726,9.410530576,3500303
2002,8483647.87,2809026,20.50960263,2.857186838,1094.937219,8.24941774,3500303
2003,8152268.47,3230370,20.06985413,3.247081678,953.2849059,7.417916628,3500303
2004,21360531.97,3617856,19.59214199,3.25659763,1496.962441,10.16403613,3500303
2005,15478353,3597858,19.93218223,2.753561959,1406.851744,9.527398207,3500303
2006,24533735.09,3739824,19.92108211,3.002246729,1210.694604,9.129984626,3500303
2007,36533421.12,3791700,20.49535794,3.235385443,1309.071088,9.774369972,3500303
2008,21019052.44,3700125,19.84204729,2.768655162,1332.50365,9.885054217,3500303
2009,9445562.231,4082265,20.17088233,2.988655765,1837.531694,11.7655937,3500303
2010,14893499.62,3021975,20.07854843,3.095807408,1136.465164,8.640260472,3500303
2011,16025956.07,3295215,19.89221393,3.083785602,1587.884076,10.58382159,3500303
2012,11024623.13,3349269,19.80811398,3.121302478,1321.077623,10.66364355,3500303
2013,10469463.4,3270465,19.30754059,3.025600711,1234.544704,8.636006113,3500303
2014,9425233.582,3320955,20.32080517,3.296877712,874.8972307,8.00396313,3500303
1990,460926.2439,198792,19.24966875,3.78531397,1466.055552,7.667952639,3500402
1991,538991.9862,250272,20.30952325,2.782471356,1806.668613,10.44297943,3500402
1992,560123.0923,245817,18.41983805,2.586393457,1646.705227,9.020095329,3500402
1993,826741.4296,236214,18.54406481,3.041776106,1460.451609,7.434397761,3500402
1994,1221831.851,207405,18.66692681,3.361673622,1422.305519,9.109505313,3500402
1995,1009150.775,197901,19.29269331,2.949069853,1811.239246,10.9639416,3500402
1996,466560.8148,203049,18.55815535,3.292482024,1757.2503,9.481426486,3500402
1997,545656.6379,177804,19.72966203,3.304232721,1742.385933,9.095393812,3500402
1998,660786.8241,183645,19.0713906,3.324209402,1399.621709,8.216241591,3500402
1999,661276.4161,190080,18.58213924,3.126474521,1356.96522,7.607014291,3500402
2000,713899.8201,197010,20.02903531,2.718224495,1812.152583,10.86587654,3500402
2001,697468.176,144342,18.8766725,2.888835545,1376.96329,8.625668428,3500402
2002,618501.4597,182160,19.29042288,2.960382046,1372.241861,8.441101749,3500402
2003,499982.0564,176022,19.09212005,3.582660175,1334.923364,8.019670998,3500402
2004,500922.2353,176814,18.71773139,3.470691246,1602.24288,9.425127668,3500402
2005,670527,181170,18.78661803,2.902908486,1507.959272,8.987272045,3500402
2006,670136.5015,181170,18.78178919,3.244397997,1468.192652,9.508682452,3500402
2007,563833.9762,172260,19.48201407,3.419415565,1527.223755,9.440828032,3500402
2008,472159.3095,169587,18.82260263,2.908524731,1449.700567,8.951243672,3500402
2009,396537.4727,188100,19.24290145,3.076077323,2150.690893,11.74783153,3500402
2010,154379.5608,184140,19.03163412,3.288415919,1257.887132,7.443231562,3500402
2011,811131.77,184635,18.88239081,3.257975496,1635.321699,11.31824064,3500402
2012,709871.5725,185130,19.02393655,3.132916204,1518.096776,9.093643704,3500402
2013,510222.2522,264231,18.80557213,3.118199165,1836.539136,10.02020276,3500402
2014,420156.8737,179487,19.481947,3.333014166,1199.947365,8.421645207,3500402
1990,97734.42108,139887,18.35172622,3.973170292,1283.941719,9.177228142,3500501
1991,114168.5641,142263,19.76755378,2.979568975,1849.764513,11.64979102,3500501
1992,206922.0637,129294,18.76857824,2.730278733,1475.104401,9.687935448,3500501
1993,225090.0587,118404,18.90707772,3.075977531,1542.840423,8.822640205,3500501
1994,195532.0079,67122,19.03103803,3.313556959,1429.090292,10.73851478,3500501
1995,230777.1109,66627,19.4342617,2.862491595,2017.577983,12.14761353,3500501
1996,211067.4738,67419,18.79461753,3.327866636,2038.531424,11.88166538,3500501
1997,229603.1094,69696,19.90941477,3.18425826,1593.580867,10.8050375,3500501
1998,140914.7806,72567,19.30761858,3.275995507,1653.709771,10.78526247,3500501
1999,173868.7145,72765,18.73406142,3.168009794,1712.6316,12.08078921,3500501
2000,145634.3982,59004,19.5641806,3.060498049,1658.323064,12.79691691,3500501
2001,146215.5823,55341,19.28390448,2.954643492,1435.986244,9.996222615,3500501
2002,136562.438,58212,19.70831258,2.970797598,1549.174778,9.146569482,3500501
2003,137960.9015,57420,19.25987573,3.351685686,1293.277567,8.071202444,3500501
2004,138028.3313,57123,18.75528509,3.162272658,1630.506342,9.577194695,3500501
2005,168597,58905,19.17159994,2.745800236,1600.283263,12.14446137,3500501
2006,158339.8764,65736,19.13980331,3.154220816,1463.432688,10.11302755,3500501
2007,298458.0359,65043,19.71978159,3.340338843,1416.680957,9.356132318,3500501
2008,153471.8846,64251,19.01513504,2.811898771,1643.281965,10.8303745,3500501
2009,204910.7207,64944,19.52302719,3.102524733,1975.196225,10.83103219,3500501
2010,253232.1617,64944,19.34995587,3.239931368,1359.842189,9.00810038,3500501
2011,270766.8492,60984,19.13136178,3.282938967,1603.712739,12.10207496,3500501
2012,201002.2398,60984,19.57489217,3.068090278,1774.959076,10.41594356,3500501
2013,152086.4924,60984,19.21456449,3.117053678,1869.927007,11.63912333,3500501
2014,181035.1054,60984,19.93369176,3.288091109,863.9119801,5.907201141,3500501
1990,,0,20.71647637,3.909066646,1303.436471,7.686311072,3500600
1991,,0,20.56370146,2.743970826,1660.095367,10.08710177,3500600
1992,,0,20.68382377,2.53611878,1377.377364,8.455648662,3500600
1993,,0,20.22046838,3.295175468,1327.683769,7.216793181,3500600
1994,,0,20.3627473,3.396283951,1261.331824,8.373027501,3500600
1995,,0,20.74203815,2.613991745,1734.041864,11.25968031,3500600
1996,,0,20.26404579,3.256468393,1426.54813,8.621602122,3500600
1997,,0,20.66569876,3.118569786,1280.666021,8.045196775,3500600
1998,,0,20.94965594,3.109538481,1260.057689,8.385968634,3500600
1999,,0,20.73298677,3.198996002,1326.466543,9.475938497,3500600
2000,,0,20.74457085,3.295686357,1465.109943,10.40931474,3500600
2001,,0,20.9597792,2.995246975,1348.631682,8.078259394,3500600
2002,,0,21.45551554,3.000896233,1422.097299,9.056143692,3500600
2003,,0,20.94890653,2.995633379,1382.099202,7.943890444,3500600
2004,,0,20.08480386,3.180081747,1663.419001,9.31208593,3500600
2005,,0,20.75576693,2.76071654,1290.448513,7.659186194,3500600
2006,,0,20.78001591,2.999772133,1376.685652,7.386480525,3500600
2007,,0,21.10150188,3.216444395,1484.048137,9.95560341,3500600
2008,,0,20.58795072,2.653443363,1268.86129,6.581637974,3500600
2009,,0,20.86294879,3.12485014,1524.249107,7.707698696,3500600
2010,,1,20.93665731,3.167003721,1353.684239,7.696346424,3500600
2011,,0,20.98499971,3.137794302,1725.293034,11.20186472,3500600
2012,,1,21.32078009,3.183621948,1543.876406,9.285953013,3500600
2013,,0,20.66372545,3.088617178,1440.033588,7.917344524,3500600
2014,,0,21.91450382,3.176191981,1106.676208,6.56387567,3500600
1990,616553.9981,739332,21.62664183,3.911622769,1370.298732,9.938630578,3500709
1991,648519.1349,737352,21.84148963,2.792592316,1426.632761,10.5595504,3500709
1992,1936066.568,980397,21.95262217,2.740365883,1352.549721,10.58593033,3500709
1993,880545.1936,887535,21.69315068,3.298032985,1548.561867,10.28981995,3500709
1994,1640328.715,862686,22.06993802,3.267124436,1104.745209,8.729013767,3500709
1995,2332925.016,1133253,21.90089182,2.667782921,1269.206859,9.637316568,3500709
1996,2732280.045,1123452,21.52026628,3.228773654,1083.709782,8.663181713,3500709
1997,2944737.946,1621026,21.81059217,3.129536054,1534.618048,11.20082921,3500709
1998,2058948.054,1279872,21.99264313,3.201052689,1438.226259,10.1684998,3500709
1999,1989422.451,1248885,22.14402831,3.149417485,1158.205214,8.205856844,3500709
2000,2036405.79,1225125,21.24503642,3.721668249,1410.976438,9.454072797,3500709
2001,2669989.159,1164042,21.07746857,3.355197432,1260.548321,8.064695953,3500709
2002,2519526.652,1102563,21.78970424,3.245019523,1166.04677,8.272590758,3500709
2003,2557646.414,1232748,21.53816708,2.954702363,1227.889517,8.462468536,3500709
2004,1653213.12,808236,20.3684005,3.3445188,1362.609623,8.834275131,3500709
2005,1977030,908820,20.94203382,2.935834787,1295.931177,9.021789509,3500709
2006,4864602.569,1304820,20.8803285,3.20116334,1002.247689,7.077467464,3500709
2007,4108023.152,1387980,21.32982934,3.315241607,1315.7479,8.788867259,3500709
2008,4071026.741,1628748,21.05227324,2.470441328,1202.389402,8.680092625,3500709
2009,3604725.987,1906443,21.04150982,3.311961385,1715.472665,9.530095266,3500709
2010,2876588.768,1586673,20.96004287,3.436373008,1261.754651,8.09832428,3500709
2011,5505592.601,1739034,21.66878981,3.031071587,1449.515158,9.713008517,3500709
2012,5863234.188,1944063,21.54658177,3.308291587,1332.963281,9.534498621,3500709
2013,4838205.43,1955745,20.95863305,3.184215712,1511.046352,11.61224028,3500709
2014,2393309.998,1820907,22.65869764,3.083187423,1208.732251,10.97459834,3500709
1990,147014.4351,355014,22.91803929,4.335656096,1254.110468,9.494496905,3500808
1991,103951.8828,339075,23.33588119,3.1015375,1254.54716,10.19015107,3500808
1992,190857.609,339570,22.81667755,3.37178603,1343.960503,10.2053934,3500808
1993,541620.9215,366201,23.09152978,3.83054284,1233.206664,9.866337134,3500808
1994,787381.1304,293535,23.69090104,3.565360915,1077.340105,7.921370408,3500808
1995,547596.553,207405,23.64826181,3.056847033,1261.684821,9.34789165,3500808
1996,381991.0916,191763,23.15696978,3.393319443,1101.005381,7.970129658,3500808
1997,262309.6368,154836,23.38147602,3.336682597,1435.008686,10.56803368,3500808
1998,314152.3865,114246,23.24918576,3.500555049,1443.857385,10.36626288,3500808
1999,197679.7793,155133,23.36365107,3.616332752,1175.294951,10.9274431,3500808
2000,616470.4077,126423,23.29015425,3.921721862,1502.476726,13.68531964,3500808
2001,490516.8902,142362,23.60568665,3.607598884,1232.418853,10.26678152,3500808
2002,301086.0632,107712,24.53805115,3.447186047,1170.405605,10.65379276,3500808
2003,186885.16,79002,23.56069619,3.435801559,1507.824253,11.47543476,3500808
2004,177784.0643,84744,23.03940332,3.686196708,1260.537208,9.378425016,3500808
2005,148698,70389,23.31330106,3.377754621,1075.029552,9.776632107,3500808
2006,183487.3897,50985,23.92048346,3.340775539,1018.864727,8.324761388,3500808
2007,226180.8489,60786,24.24094802,3.509699396,1308.674286,11.35689508,3500808
2008,271310.6219,76824,23.4503948,3.198645148,992.8539346,8.34133214,3500808
2009,215919.5344,52965,23.55779125,3.499841304,1878.060896,14.65027912,3500808
2010,246218.2299,61776,23.19240474,3.441194804,1311.425686,10.48381971,3500808
2011,191289.9611,66924,22.99271705,3.63563793,1316.051556,11.33176847,3500808
2012,117987.0535,46431,23.19694222,3.745238802,1357.832004,12.36945504,3500808
2013,132430.1301,32472,22.26820799,3.526604133,1340.299406,10.71774668,3500808
2014,151543.4206,35442,22.94727989,3.45873746,1198.677061,8.679194328,3500808
1990,1602316.664,1091970,22.98648215,3.615165386,1227.365356,7.658352849,3500907
1991,1566831.384,1161270,22.97884599,2.605455476,1743.491462,12.44536905,3500907
1992,1945290.936,1017720,23.42045995,2.305500298,1546.599462,10.2614011,3500907
1993,4277799.947,1233441,23.61633748,3.070355418,1216.959662,8.715148783,3500907
1994,4407349.827,1376001,24.19036625,3.006135968,1209.080868,8.977833663,3500907
1995,2204560.239,1190079,23.975005,2.576248893,1432.513055,10.37813733,3500907
1996,2323704.8,1326600,23.48770678,3.129304773,1348.293114,9.723907199,3500907
1997,1999535.74,1428570,23.8639186,3.043019385,1532.895168,10.64680871,3500907
1998,2271355.192,1219779,23.92156822,2.955853979,1400.241464,9.316758907,3500907
1999,2324535.222,1324422,23.79800025,2.956578393,997.7454674,8.43573913,3500907
2000,1963588.591,1287891,23.78830577,3.226425855,1407.072264,10.18495147,3500907
2001,3986458.687,1240866,23.94090338,3.019045179,1491.584882,12.95212466,3500907
2002,4377379.77,1403127,24.81255684,2.887802562,1367.519205,10.88963646,3500907
2003,4213544.394,1566774,23.85164389,2.8505111,1254.299131,9.440340112,3500907
2004,4548770.561,1639044,23.60544036,3.160926309,1187.149345,8.506152936,3500907
2005,4724874,1691316,24.19379543,2.780892886,1110.00978,9.015559753,3500907
2006,5241119.488,1593801,23.8737136,2.717932903,1487.262183,14.83961475,3500907
2007,6653097.084,1788435,24.49315112,2.956973894,1209.486504,10.16710452,3500907
2008,5449941.058,1785960,23.61501352,2.605669437,1533.191041,12.98552733,3500907
2009,5011285.429,2459061,23.5044921,2.90659483,1814.101513,14.68739746,3500907
2010,6453986.219,2065140,24.01677092,2.834451727,1359.966965,10.36666242,3500907
2011,8559608.905,2551725,23.03476022,2.730437563,1826.874743,13.07383734,3500907
2012,7425731.348,2453121,24.15838384,2.98776242,1265.000828,10.73253813,3500907
2013,8014315.235,3479058,22.50877662,2.868151825,1397.675493,11.66277997,3500907
2014,7764283.816,3776058,23.50660998,2.842397274,1061.795259,8.92313188,3500907
1990,2350928.451,2617560,21.11699483,3.294177267,1434.959986,8.919790829,3501004
1991,2123063.708,2497869,21.23850535,2.251060476,1712.711959,11.31836696,3501004
1992,6041707.065,2524995,20.74608362,2.030551442,1870.876517,12.57208179,3501004
1993,1843839.427,1661319,21.08942966,2.524108513,1420.820098,8.414651482,3501004
1994,7477299.631,2788632,21.40383111,2.907750052,1370.315216,9.469448944,3501004
1995,5759046.796,2798235,21.37637819,2.266838056,1792.316356,12.9583748,3501004
1996,8926744.646,3164733,20.97207772,2.829442094,1989.88777,13.22904594,3501004
1997,5183573.705,2860308,21.30376994,2.870756841,1670.226664,10.85143399,3501004
1998,10658411.86,2975643,21.49506886,2.779827696,1469.11692,9.114694759,3501004
1999,10526727.91,2994552,21.09451375,2.637488015,1365.374746,9.165081405,3501004
2000,6502430.247,2808135,21.15775154,2.916072146,1709.573732,11.22253867,3501004
2001,5865295.839,2513808,21.44057889,2.557232436,1285.61758,9.995796175,3501004
2002,7213203.371,2388771,22.32881433,2.576823343,1653.930086,11.60288556,3501004
2003,4920330.117,2391741,21.57250095,2.564582622,1590.829004,10.40156408,3501004
2004,7429497.772,2604888,21.07396059,2.927104372,1842.09307,11.17307335,3501004
2005,9783378,2740518,21.42991335,2.564207241,1641.267027,10.40673015,3501004
2006,10848517.97,2645874,21.18788528,2.56982146,1916.070895,11.76483665,3501004
2007,6715665.395,2591523,21.66844759,2.826260961,1547.737047,9.851474361,3501004
2008,11536130.86,2649537,20.95557101,2.517158881,1724.990227,10.40083605,3501004
2009,7295247.33,3734577,21.58233503,2.574180969,2037.870664,12.12262654,3501004
2010,8815854.681,3765861,21.55775139,2.605237353,1362.920131,9.307227779,3501004
2011,8060281.071,3964158,21.27270205,2.67254056,1582.735567,10.38745076,3501004
2012,5860711.627,1912779,21.51751972,2.834104951,1538.035651,11.59693385,3501004
2013,8315747.923,2869515,20.81712932,2.675643578,1635.453836,9.029721888,3501004
2014,10802774.24,3661713,22.0466171,2.899069524,1051.195399,6.566082761,3501004
1990,396111.8294,381348,23.21696595,3.82157758,1100.342103,8.656198797,3501103
1991,456442.1857,505890,23.24756904,2.798747474,1113.743737,8.47857835,3501103
1992,1848361.433,873873,22.93887284,2.757468228,1627.319765,12.95322224,3501103
1993,1619049.373,864072,23.28990205,3.360675642,1291.680437,9.792790994,3501103
1994,1197511.949,832788,23.85257047,3.328795968,1025.52866,9.291042889,3501103
1995,1157079.701,637659,23.6851515,2.737529691,1540.761742,11.68355148,3501103
1996,924557.6071,486783,23.07194676,3.39307159,1257.465094,8.142101882,3501103
1997,1009629.134,590634,23.60139507,3.10460499,1333.328849,10.35526249,3501103
1998,1131935.791,619938,23.55885356,3.205239797,1860.148194,13.97508233,3501103
1999,569388.0789,486684,23.53931513,3.228602224,1386.215259,11.20212962,3501103
2000,855310.8208,517572,23.49955645,3.518859381,1297.295424,9.890386069,3501103
2001,309103.7107,216810,23.76199711,3.232440544,1556.095444,13.17419822,3501103
2002,1788173.841,820611,24.67265247,3.075648976,1058.463407,8.302877143,3501103
2003,1564474.788,947133,23.68480251,3.06602004,1281.738475,10.24162241,3501103
2004,2084629.827,911196,23.26867672,3.295263238,1372.435738,11.34494893,3501103
2005,1422828,597663,23.69358282,2.907791574,1315.216241,13.33664718,3501103
2006,2506799.55,941292,23.80605372,2.913107062,1304.903117,10.38807197,3501103
2007,2538241.76,932085,24.30347178,3.158941975,1524.066394,12.8355875,3501103
2008,2058035.45,1000197,23.43673146,2.865070694,1021.337729,8.374757031,3501103
2009,,3366,22.88367881,3.182491195,1831.460102,12.25783671,3501103
2010,2638553.458,1597167,22.80668706,3.132716129,1115.995151,8.199058626,3501103
2011,3241735,1575288,22.88193019,3.075763057,1716.411314,13.20550787,3501103
2012,3529578.692,1304325,23.16491573,3.267998399,1865.065252,14.60054003,3501103
2013,2157615.128,1290663,22.29199619,3.190316579,1790.705356,15.2717298,3501103
2014,2975920.223,1812393,23.63479797,3.020202718,1379.04005,11.88257898,3501103
1990,387266.0412,828234,23.71004728,3.591554716,1224.939174,7.890261672,3501202
1991,570400.3624,894960,23.57181971,2.585374108,1392.845438,9.974085115,3501202
1992,587930.4335,742500,23.4228654,2.537239451,1342.689937,8.11774758,3501202
1993,835749.9831,461736,23.73953854,3.265736207,1255.732417,7.657606544,3501202
1994,901781.947,442134,24.22083016,3.352467997,1292.125833,9.36982122,3501202
1995,577541.6798,436590,24.01860259,2.69375121,1420.555207,10.14352231,3501202
1996,447827.0154,360063,23.62051304,3.122119847,1366.62405,8.045179681,3501202
1997,794489.2131,531828,24.01208089,3.092962146,1399.18675,8.758636219,3501202
1998,504586.3724,330759,23.95702232,3.077336113,1315.512605,8.195428633,3501202
1999,518569.8333,294129,23.90933565,3.157974479,1240.222451,9.465871734,3501202
2000,376028.0162,198198,23.87443348,3.365559417,1620.594989,10.97816641,3501202
2001,473182.7352,251856,24.05343398,3.155910001,1352.98687,9.509970417,3501202
2002,561684.3274,309375,25.1390179,2.988617808,1136.936052,7.945266159,3501202
2003,592414.9425,360261,24.22338363,3.090301386,1320.511716,9.203349944,3501202
2004,998985.6314,442530,23.97738914,3.314319433,1283.512306,10.60170871,3501202
2005,987624,441342,24.45584441,2.969083445,1370.531251,9.260542272,3501202
2006,1194755.376,503217,24.17015064,2.880236967,1320.196461,8.430113908,3501202
2007,1483660.067,470448,24.77255991,3.189985247,1433.49921,11.53589683,3501202
2008,1436023.876,551925,23.97112111,2.821648111,1531.580559,10.89740501,3501202
2009,598732.6859,371745,23.86703949,2.793517734,1738.955658,9.688060171,3501202
2010,896248.9692,275715,24.23770314,2.859143677,1011.700605,7.007953462,3501202
2011,1231632.038,434709,23.65668978,2.717558524,1413.321662,9.177705918,3501202
2012,2270190.157,816651,24.43143151,3.066014749,1408.655624,9.346264133,3501202
2013,2421263.334,1012077,23.57974683,2.844855379,1252.073417,8.054365914,3501202
2014,2582465.28,1118106,24.05258803,2.756878736,1302.482613,8.670313741,3501202
1990,365253.276,335016,22.93848957,4.332410528,1367.637147,9.551345074,3501301
1991,104224.9762,155430,23.35314233,3.105762057,1111.391088,6.96291314,3501301
1992,281789.194,335511,22.83411748,3.371493914,1426.157039,9.389317782,3501301
1993,238061.6205,202455,23.07935824,3.8387275,1237.264926,8.410322405,3501301
1994,874932.7758,374418,23.71130324,3.567923507,1255.640659,8.264458468,3501301
1995,698719.6265,276903,23.66866555,3.057836224,1241.694436,7.577759334,3501301
1996,701714.6022,259875,23.17620786,3.394234387,1452.5562,8.850980173,3501301
1997,606632.1236,209088,23.4011569,3.336163854,1666.706381,9.919140357,3501301
1998,919687.8785,235125,23.26592064,3.500332903,1525.011066,9.606021896,3501301
1999,1194867.995,248886,23.34982033,3.623685118,1198.819448,9.446809313,3501301
2000,1078277.085,227898,23.29008842,3.924471284,1294.671728,8.530173814,3501301
2001,1034359.463,224433,23.6072373,3.613268743,1200.618192,7.502106124,3501301
2002,1083104.545,232155,24.55836497,3.44551019,1159.981483,8.884527753,3501301
2003,566805.4338,196218,23.5805441,3.435412251,1452.456112,9.810185195,3501301
2004,757949.7493,225918,22.95579991,3.676413027,1372.213926,9.046420328,3501301
2005,901791,303633,23.01900012,3.443802515,1129.448205,9.811452492,3501301
2006,1036017.911,298782,23.94384261,3.339586626,1195.638102,9.158783013,3501301
2007,916410.0053,205821,24.26412786,3.508484116,1275.593727,8.854464022,3501301
2008,595226.3867,156123,23.47332575,3.197528341,1048.630117,7.124387356,3501301
2009,683060.1996,152262,23.57221785,3.508254942,1863.794681,13.00870263,3501301
2010,554904.2896,140382,23.02835247,3.583767809,1440.577017,10.51319651,3501301
2011,646334.1049,146718,22.74155024,3.84986021,1260.218426,9.146277007,3501301
2012,781133.9182,176121,22.67000999,3.925261116,1485.484997,11.94559318,3501301
2013,1173901.145,135828,21.64635533,3.741973008,1512.082732,9.841598912,3501301
2014,823774.4917,121176,22.86931199,3.502032694,1281.151194,7.209268356,3501301
1990,104612.7692,317592,23.10717064,3.83470636,1551.91703,10.94610657,3501400
1991,122106.4394,286605,23.1000795,2.730402054,1500.338962,11.10964425,3501400
1992,233587.299,209781,22.82783512,2.700683231,1510.562465,11.45938508,3501400
1993,339771.8398,193248,23.14065712,3.330056625,1517.777345,9.495540266,3501400
1994,655275.4256,154242,23.75307096,3.311241878,1560.53838,13.88252457,3501400
1995,534819.9655,122958,23.50702346,2.795827273,1436.480875,9.127902758,3501400
1996,314549.4136,138105,22.85764901,3.495393619,1334.871431,10.29233997,3501400
1997,526920.2352,114246,23.49826982,3.11089068,1670.639437,11.71106581,3501400
1998,534520.8117,113058,23.48701543,3.216157583,1520.159233,9.200915047,3501400
1999,630913.3134,136323,23.45511477,3.212593786,1123.28791,10.00689938,3501400
2000,201994.9103,92169,22.60800479,3.684712455,1299.594984,10.96808021,3501400
2001,277081.8366,161469,22.48777399,3.329896344,1222.711296,8.648578012,3501400
2002,463149.1039,178101,23.22327467,3.203989524,1241.631422,11.19255054,3501400
2003,336411.6462,168696,22.93935205,2.966896983,1314.09722,10.20507345,3501400
2004,673077.9598,205821,21.86956552,3.35547921,1019.558316,8.897655869,3501400
2005,730224,239778,22.41377256,2.867621313,1384.658162,11.86423307,3501400
2006,779771.7078,218196,22.35902705,3.063058725,905.0340939,10.32079488,3501400
2007,931243.0101,222849,22.80712631,3.200115894,1581.185306,15.25555887,3501400
2008,879889.3844,264726,22.58729368,2.551022383,939.6102967,8.634610651,3501400
2009,500680.8511,178992,22.30963607,3.163249566,2179.123858,15.94596561,3501400
2010,661209.1931,144837,22.22945791,3.215969059,1318.407544,9.906989088,3501400
2011,1126961.495,253044,22.38882751,3.056222158,2364.292118,17.89331335,3501400
2012,673925.0795,192357,22.36574051,3.322096305,2077.572492,18.52123981,3501400
2013,290049.9149,152955,21.56633436,3.127343842,1496.943083,12.21464999,3501400
2014,166139.8119,68607,22.94465577,3.093942742,1206.034226,9.184017357,3501400
1990,82071.82073,210969,22.29244573,4.164737629,1532.301437,11.12790457,3501509
