ano,vtotal,areatotal,tempano,tempanodp,precano,precanodp,munic
2009,853476.637,296010,23.75450655,2.91867349,1987.862695,10.41416327,3516804
2010,969822.191,584694,24.12658852,2.870154756,1090.998228,7.31886735,3516804
2011,1066899.305,249777,23.63407339,2.875594918,1522.441913,9.174203184,3516804
2012,1387981.81,593802,24.38005551,3.108559641,1561.757329,9.486246897,3516804
2013,1206573.919,596871,23.61105312,2.905019437,1182.07217,7.537781957,3516804
2014,652503.5252,430848,24.10620164,2.776271653,1164.11789,7.41214741,3516804
1990,862111.3678,1041480,23.62477049,3.634800628,1482.718236,10.55082574,3516903
1991,903615.8984,1168002,23.49993575,2.63919602,1312.237555,10.13021339,3516903
1992,1952866.939,1191069,23.359692,2.515215487,1348.874197,9.029161482,3516903
1993,2035861.758,1077219,23.76828037,3.23886608,1154.020047,7.903340972,3516903
1994,1770683.387,1128798,24.26595329,3.318851081,1122.079475,8.456324804,3516903
1995,1823059.323,1308681,24.10055685,2.653756226,1332.640884,9.704404242,3516903
1996,1859463.408,1088109,23.67442011,3.111914274,1474.317404,10.25740545,3516903
1997,2418475.128,1228293,24.01906616,3.06393483,1271.700129,8.446212367,3516903
1998,3158561.019,1702206,23.98887612,3.043699176,1586.87733,10.96542788,3516903
1999,2466123.164,1606869,23.94706972,3.115801805,1193.322608,9.340668236,3516903
2000,4303350.833,2016531,23.85580149,3.342933611,1451.702244,10.20346905,3516903
2001,2400052.699,1313730,24.01514386,3.151783379,1122.022884,7.412963036,3516903
2002,3362500.522,1336005,25.10149816,2.96591287,909.2490577,5.713266869,3516903
2003,2664673.967,1430055,24.15960909,3.050080581,1081.802289,7.004872099,3516903
2004,2880369.857,1365309,23.94467413,3.284991627,1202.098937,8.598277043,3516903
2005,4168989,1937430,24.40715381,2.96585817,1330.205055,8.703620253,3516903
2006,5285848.266,1530837,24.14860151,2.852923549,1150.377458,7.708025977,3516903
2007,5662252.364,1768734,24.72612585,3.162195677,1259.072839,8.903118663,3516903
2008,3691207.958,1670526,23.97338515,2.781413106,1204.378231,7.779168859,3516903
2009,4901931.212,2438667,23.88711871,2.862792626,1696.036314,9.215084049,3516903
2010,5731989.617,2641419,24.20883835,2.880601293,1122.648599,7.722499358,3516903
2011,9176009.313,2494206,23.79673388,2.84835039,1452.141353,8.633168477,3516903
2012,5894536.876,2783682,24.46963885,3.133315677,1353.335786,8.903996667,3516903
2013,5739815.894,2943864,23.77807308,2.917082984,1110.18649,7.048806183,3516903
2014,3901271.649,2275119,24.24712532,2.771881499,1124.92326,7.303261784,3516903
1990,950883.7662,1009998,23.15628293,3.824103121,1376.691547,9.058150005,3517000
1991,705355.6697,904365,23.19145261,2.787492504,1389.217594,8.485205263,3517000
1992,1683480.176,900900,22.89551846,2.728869343,1378.013711,8.909601348,3517000
1993,1886377.254,757053,23.23084956,3.342017289,1493.320725,8.862501367,3517000
1994,1494603.866,664983,23.80645013,3.315023233,1115.774024,8.216253581,3517000
1995,1141308.601,752697,23.62922421,2.726156673,1440.292551,8.574015182,3517000
1996,1897823.093,955053,23.04439298,3.379392226,1185.25521,7.251365941,3517000
1997,1611001.917,1130580,23.54938878,3.10089279,1405.187688,8.859390849,3517000
1998,1878226.838,938718,23.52196359,3.212591148,1536.728685,9.791028842,3517000
1999,1878677.029,1015146,23.49170762,3.213822537,1189.29788,7.94183356,3517000
2000,1997375.772,1079199,23.4600303,3.515329849,1309.589793,7.906661389,3517000
2001,2410770.764,892089,23.72435718,3.219282977,1178.703911,6.950888529,3517000
2002,2690537.272,973269,24.59275346,3.076518292,1000.169671,6.411858184,3517000
2003,2666509.774,958419,23.58828348,3.036385236,1067.424633,6.641431977,3517000
2004,2229715.917,755766,23.10359233,3.255887673,1045.39696,7.751700622,3517000
2005,2623005,673596,23.50576516,2.889020528,1118.147276,8.014374342,3517000
2006,3421254.58,852192,23.71365371,2.88994341,1043.5538,6.698630653,3517000
2007,2830766.594,536778,24.21316244,3.128948827,1364.734322,10.3179657,3517000
2008,2541375.363,690624,23.34664188,2.829429938,1036.940936,6.643628026,3517000
2009,6718532.271,2608155,22.70805103,3.165425049,1898.129006,11.32086102,3517000
2010,9503512.242,2792493,22.64290695,3.134835865,1056.451589,6.811804369,3517000
2011,8419810.098,2814966,22.59648347,3.121137669,1280.115507,8.524596153,3517000
2012,,54450,22.88027283,3.276677225,1601.059966,9.380529277,3517000
2013,7966570.827,3071970,21.95347874,3.127059299,1331.36422,8.842209501,3517000
2014,6210042.139,3114936,23.1015352,3.059773801,1144.039198,7.756198277,3517000
1990,608494.5022,708741,23.29048335,3.776187619,1220.87801,7.983370665,3517109
1991,539899.1719,742500,23.28060769,2.773452799,1260.781701,8.491643181,3517109
1992,1293295.555,888525,23.06471349,2.682574886,1245.195153,8.610031582,3517109
1993,1276722.243,953172,23.3524118,3.333191812,1091.504902,6.917440426,3517109
1994,1051397.981,926541,23.92101323,3.325923382,1088.159395,8.849718177,3517109
1995,1084213.226,931095,23.79319348,2.668878853,1220.307991,7.779776443,3517109
1996,,491040,23.2974596,3.206175634,1057.445094,7.092627757,3517109
1997,977580.0247,770121,23.66864999,3.090754688,1188.42954,8.755464811,3517109
1998,888638.8591,805266,23.62974539,3.167322939,1771.318412,11.09232106,3517109
1999,881169.2021,982971,23.59282109,3.206018187,1146.872155,8.696773247,3517109
2000,1138278.457,830709,23.58872139,3.458188428,1249.985114,8.183189835,3517109
2001,1223844.272,960696,23.81332874,3.216120501,1233.225973,8.019868193,3517109
2002,1659105.001,889416,24.73815243,3.051663322,957.9512904,7.193797663,3517109
2003,1301128.263,972576,23.76434248,3.057747475,1134.490964,8.269094335,3517109
2004,1652409.072,1088406,23.51877625,3.34570222,1225.885052,8.559497123,3517109
2005,942084,792990,24.07862736,2.920152086,1240.597003,10.43709315,3517109
2006,2053846.118,820413,23.86987125,2.908898678,1212.940928,8.595346363,3517109
2007,2167416.64,796059,24.36711361,3.15313309,1234.583391,9.454793497,3517109
2008,1809970.832,1070487,23.58203202,2.794464265,1205.791752,8.898476178,3517109
2009,1212951.103,782496,23.5757198,3.033184247,1911.592097,12.335534,3517109
2010,2428939.185,1355508,23.81567647,2.933234971,1225.489067,9.179377457,3517109
2011,2214574.139,1309374,23.35335386,3.037653516,1393.118047,9.709278474,3517109
2012,3014804.273,1311156,24.1340307,3.217402349,1561.407546,10.83283744,3517109
2013,2556381.063,1215225,22.96922836,3.099212711,1064.510805,8.206902801,3517109
2014,1940971.32,1283634,23.75575597,2.988716759,960.3856156,6.513493686,3517109
1990,761896.7074,711315,23.16995744,3.781932954,1295.387876,9.283551346,3517208
1991,575779.5988,626670,23.18195818,2.722061722,1237.1504,8.637246853,3517208
1992,1009576.115,522126,22.97607667,2.633054854,1354.862017,11.57175944,3517208
1993,803422.8287,464310,23.22987194,3.296261831,1523.60847,10.78589742,3517208
1994,646325.7018,416394,23.82562557,3.300172862,1343.018428,12.39888051,3517208
1995,826285.8669,550935,23.71491521,2.616682194,1450.317203,9.433945974,3517208
1996,861576.3575,473022,23.24377956,3.184212859,1078.539861,7.255477803,3517208
1997,852013.2562,410652,23.56089665,3.085548629,1190.050652,8.378735271,3517208
1998,538183.0037,347094,23.55453441,3.184613187,1563.754071,11.37022073,3517208
1999,875735.8048,518859,23.49422071,3.176645597,1160.629526,9.157042042,3517208
2000,1114248.781,515394,23.48319507,3.474677579,1186.596688,9.499102349,3517208
2001,1606783.544,536778,23.73203178,3.187992704,1511.197125,11.66541251,3517208
2002,2024501.794,605583,24.57257291,3.055954831,929.3894204,7.691573196,3517208
2003,2457778.51,618948,23.56255794,2.997312376,1255.968337,9.62978519,3517208
2004,1835196.104,613998,23.1371262,3.239895249,994.938125,7.542629955,3517208
2005,2662209,653598,23.60859687,2.865682287,1021.734962,8.749600513,3517208
2006,4654973.693,1246311,23.66775963,2.855276533,1073.308205,9.539796207,3517208
2007,1082000.277,366201,24.17979887,3.093336527,1668.409103,14.73174422,3517208
2008,3868730.206,1430451,23.38305233,2.729814125,1374.924485,11.47940763,3517208
2009,3615734.801,1067220,22.77896006,3.115572306,2024.924265,14.98682692,3517208
2010,2617073.292,865953,22.95350352,3.015228756,1238.001433,9.83702715,3517208
2011,2448005.032,845955,22.63675682,3.001020515,1408.8647,12.40193894,3517208
2012,,39600,23.20235087,3.240574642,1770.376387,13.18605985,3517208
2013,2447770.439,1062270,22.09333805,3.075685573,1657.759077,13.20162665,3517208
2014,2488360.901,1069200,23.2652023,3.009732238,919.0688795,7.782358883,3517208
1990,318839.8102,317196,23.13631265,3.837689863,1359.355919,10.27551938,3517307
1991,206942.0784,250965,23.1341916,2.775043473,1456.84365,10.87594308,3517307
1992,392699.1681,209880,22.85244223,2.747677305,1424.102576,10.43026294,3517307
1993,362603.7186,188991,23.17547467,3.344145773,1804.932759,11.78905926,3517307
1994,570642.1684,175923,23.79415713,3.317132531,1082.385054,8.693392754,3517307
1995,733256.3395,190476,23.60580439,2.745736193,1574.396883,11.40754193,3517307
1996,664247.0033,181863,23.02877332,3.388229208,1163.289073,8.41456848,3517307
1997,546314.0555,212949,23.53513599,3.104329093,1461.256989,10.12271379,3517307
1998,683078.4278,280368,23.50617537,3.220454583,1377.724333,11.72775383,3517307
1999,852084.5458,338976,23.47742348,3.222560439,1007.258465,8.5765617,3517307
2000,767493.2787,256509,23.4424659,3.528552841,1162.489662,9.474526456,3517307
2001,574673.5512,194139,23.71213818,3.225597744,1095.610726,8.174736954,3517307
2002,482498.2454,167211,24.57762216,3.083888046,995.7635687,8.486982967,3517307
2003,500073.8467,174042,23.57060839,3.040472785,960.8973153,7.858258949,3517307
2004,764292.7988,187902,23.04270007,3.250975084,1100.203613,8.707284777,3517307
2005,987030,186516,23.4121319,2.894093841,1236.562948,9.857602244,3517307
2006,499968.348,127314,23.70166203,2.894596729,1034.690357,8.667048321,3517307
2007,950570.8648,178398,24.19896747,3.132215527,1327.478167,10.26820114,3517307
2008,612359.2543,174636,23.32559615,2.835039907,1027.110952,8.690448264,3517307
2009,1237610.846,374913,22.62628319,3.189579703,1837.829698,11.50906891,3517307
2010,2707816.035,471141,22.52922639,3.154480533,1086.154218,7.798383658,3517307
2011,2219638.843,492921,22.54269438,3.137183166,1317.796349,9.207209598,3517307
2012,,47916,22.63163557,3.385003589,1649.616417,11.97513806,3517307
2013,2120884.607,594198,21.77412619,3.148162778,1151.44208,10.73145963,3517307
2014,1823104.215,699534,22.9975716,3.111920841,1124.719189,8.587313981,3517307
1990,,12230064,21.88390667,3.143337854,1095.34501,7.686125252,3517406
1991,7654796.1,12552408,21.77477542,2.368035588,1721.066427,10.94125264,3517406
1992,22994288.68,13968702,22.20658093,1.996309363,1525.933304,9.836730667,3517406
1993,15951523.7,13607352,22.38883363,2.717395449,1428.949003,9.059976578,3517406
1994,14094063.87,14584086,22.94277691,2.771158927,1330.234242,9.528377351,3517406
1995,15136263.45,13551318,22.67952825,2.406303992,1471.396214,12.99212237,3517406
1996,16594934.8,13895640,22.25483893,2.785914506,1452.820646,10.99003434,3517406
1997,17078724.06,13168980,22.634609,2.819790316,1377.520298,10.1851833,3517406
1998,13094088.02,12328965,23.05918165,2.567043639,1389.597768,9.703622785,3517406
1999,12108006.34,12524589,22.71290652,2.656280966,913.0772445,7.096021995,3517406
2000,13398801.54,12656160,22.67663088,2.847755157,1356.711064,9.295564993,3517406
2001,14379144.71,11783277,22.7597546,2.630274189,970.6954183,7.174014234,3517406
2002,18578307.5,11068200,23.6148932,2.542652344,1236.159292,9.167339208,3517406
2003,17232629.21,10986624,22.95022004,2.598595471,1657.824833,11.6815932,3517406
2004,20202255.39,12070971,22.79404221,2.866609352,1739.911437,12.64249938,3517406
2005,17573391,11852280,23.31834922,2.541504993,1275.609061,9.117888735,3517406
2006,15909529.58,10580130,22.94819229,2.478674678,1505.878622,8.970989858,3517406
2007,21223872.33,10515285,23.60011774,2.717453676,1465.129559,9.037861401,3517406
2008,23083522.77,11828421,22.83493943,2.421322088,1403.676941,8.902363438,3517406
2009,19709519.68,9666756,22.8133448,2.695786607,1811.831927,10.30716563,3517406
2010,21952583.58,9880695,23.35148884,2.701081102,1086.070297,8.387527193,3517406
2011,22376769.8,11270556,22.19714431,2.540325892,1314.776718,8.782043854,3517406
2012,20207948.8,10938312,23.25625695,2.830365276,1165.235813,8.645126064,3517406
2013,22396132.51,11214819,22.10470565,2.668643059,1322.784733,9.477432917,3517406
2014,18153477.03,10502118,22.88040789,2.672920061,895.1883194,6.855600269,3517406
1990,2907590.908,1532619,23.01059389,3.717451921,1384.181449,9.995255421,3517505
1991,2747390.344,1507968,23.00465304,2.659477846,1701.21247,13.03387098,3517505
1992,4912581.677,1538460,23.0385583,2.45435555,1310.038009,8.490906908,3517505
1993,5734384.862,1392435,23.26765426,3.160257033,1506.083581,11.6343161,3517505
1994,4073097.101,1290861,23.87605374,3.169543087,1408.927817,10.04378292,3517505
1995,2464284.306,1318086,23.71556686,2.565600088,1431.248515,10.58950508,3517505
1996,1924228.829,1056726,23.23502396,3.198513866,1526.424061,10.60790372,3517505
1997,1694987.02,1088010,23.58409917,3.070745715,1466.313401,10.37852785,3517505
1998,2343006.775,1335015,23.63991294,3.117189393,1682.015441,13.78506157,3517505
1999,1947713.137,1339371,23.52706271,3.056829942,1106.731722,9.238783747,3517505
2000,1917568.122,1059894,23.57500234,3.340794925,1711.147645,12.84852194,3517505
2001,2809853.295,949806,23.76146456,3.10514348,1277.26979,11.0733915,3517505
2002,3971607.023,1196019,24.51627381,2.998041664,1421.410015,11.9330243,3517505
2003,3166583.62,1269180,23.49879247,2.881834516,1658.49766,11.70084821,3517505
2004,3553090.462,1327689,23.2591667,3.220035623,1495.423728,11.09630629,3517505
2005,4304520,1351746,23.88506277,2.809351263,1862.425858,13.36149344,3517505
2006,5903006.014,1220670,23.5817923,2.77015378,1744.911318,11.27813607,3517505
2007,3810553.983,1171863,24.12427979,2.986728339,1271.368126,10.69021756,3517505
2008,5255446.815,1913769,23.30815277,2.644911642,1998.920375,14.8578471,3517505
2009,4188046.334,1683000,23.21621894,2.916851244,1734.413321,10.53060517,3517505
2010,5544513.065,2129292,23.65261336,2.882062717,1242.260455,10.24987976,3517505
2011,7486995.576,2132757,22.93817103,2.854348425,1348.570717,10.93930313,3517505
2012,6462227.743,2212947,23.75608398,3.070374308,1483.596036,10.77326521,3517505
2013,5550840.786,2098305,22.52751256,2.919584357,1552.37637,11.85981331,3517505
2014,3876363.132,2075634,23.65025359,2.915193544,1103.39985,7.915892811,3517505
1990,1042476.561,389862,19.4343258,4.565932895,1571.989698,10.10529116,3517604
1991,1505531.589,443124,19.49695628,3.750209289,1582.249841,10.20244882,3517604
1992,1490532.671,443718,19.0223023,4.070783795,1420.487904,8.454338124,3517604
1993,1316075.397,262647,18.96285331,4.043592959,1419.159031,7.771481561,3517604
1994,2921695.685,529155,19.00024645,3.774363715,1232.864952,7.912437617,3517604
1995,2888307.302,323829,19.78715975,3.380394126,1444.785831,7.993971249,3517604
1996,2446812.625,324324,18.75270766,3.882940538,1434.448901,8.338169699,3517604
1997,1652583.582,386100,18.48834705,3.649814131,1761.367096,12.08827489,3517604
1998,1757692.952,317988,20.00525667,3.39946473,1758.046261,12.15288274,3517604
1999,2131330.005,369072,18.29826897,3.796133037,1482.167098,8.496083192,3517604
2000,2149126.815,316800,19.39795389,3.713820628,1523.409997,7.465250371,3517604
2001,473050.4134,305712,20.85101763,3.451753195,1817.365144,10.22394734,3517604
2002,2020922.762,322245,21.71345783,3.293359364,1511.566508,9.017915367,3517604
2003,2507712.462,266607,20.2601138,4.008292152,1454.123881,8.011850188,3517604
2004,3019202.237,268884,20.44018536,3.16570015,1799.065538,9.343317278,3517604
2005,3412629,452133,21.05964046,2.985410149,1914.139472,11.33482113,3517604
2006,3961379.432,457974,20.82943134,3.259421979,1364.299991,8.195711066,3517604
2007,5389864.457,455994,20.33049925,3.525477695,1351.136438,7.485401326,3517604
2008,5302743.182,435897,19.55463953,3.129980329,1658.12628,8.934813173,3517604
2009,5549469.639,461736,20.88131495,3.339880265,2065.062385,9.691009986,3517604
2010,4001667.261,434907,20.94674127,3.415995022,1948.080459,10.52728896,3517604
2011,4745302.664,955647,20.10113138,3.660273916,1510.02839,6.817456876,3517604
2012,3555377.61,854172,21.10406101,3.407183158,1691.256047,8.548029034,3517604
2013,6823023.743,667260,19.60665384,3.439226901,1796.714103,9.434258484,3517604
2014,16793820.69,1607265,21.14605805,3.574872624,1424.579112,7.433630303,3517604
1990,1523854.951,2391246,21.31267028,3.017777229,1558.75781,12.4519668,3517703
1991,1730607.126,2285019,21.19362562,2.19758678,1823.833416,11.64384717,3517703
1992,,2561130,20.76999846,1.997366031,1744.919743,11.64577349,3517703
1993,,2123550,21.02026936,2.501926062,1501.44956,9.81096022,3517703
1994,,3025242,21.59220446,2.783266385,1424.981988,11.93212262,3517703
1995,,2814075,21.34914935,2.271786343,1765.661379,14.89424283,3517703
1996,,2895255,20.90641658,2.662720461,1595.944378,10.8163379,3517703
1997,,2775267,21.3106135,2.712950638,1491.310631,10.92065151,3517703
1998,,2665575,21.66685336,2.554481027,1580.190228,11.19436129,3517703
1999,,3200175,21.22454627,2.559936108,1375.674043,12.19987304,3517703
2000,,2812095,21.24691827,2.743991452,1476.929186,10.39652031,3517703
2001,,2972475,21.40550209,2.450517345,1334.860525,8.692928882,3517703
2002,,2507769,22.26846953,2.42751818,1315.084401,7.956927059,3517703
2003,,2593107,21.54612986,2.483897632,1782.070695,10.88624945,3517703
2004,,2731608,21.21729151,2.786939192,1815.828486,11.18009648,3517703
2005,,2831004,21.63538214,2.464942233,1377.369878,8.453702665,3517703
2006,,2912679,21.43658,2.365647971,1817.459997,10.91095984,3517703
2007,,2514600,22.00112167,2.616876889,1665.807534,10.99494192,3517703
2008,,2762397,21.39778959,2.364364387,1852.902006,10.15539151,3517703
2009,,2788236,21.65915307,2.406374601,2165.089734,13.47389656,3517703
2010,,2401344,21.88934453,2.529679483,1615.642278,11.35375221,3517703
2011,6378215.068,2706957,21.44387562,2.519581985,1858.991971,11.27110907,3517703
2012,7023841.531,2856150,22.10353709,2.780584324,1701.764399,13.55052017,3517703
2013,6357647.507,2824074,21.4806627,2.578511336,1697.705192,10.93913086,3517703
2014,6033889.103,2798532,22.31366825,2.671967944,950.5873148,7.15891595,3517703
1990,1250544.882,911295,22.99574326,4.054389039,1228.429108,9.472751231,3517802
1991,606418.215,607662,23.19067524,2.925498302,1051.827983,8.979291912,3517802
1992,3170777.324,1356597,22.79577546,3.047205198,1253.701507,9.462625128,3517802
1993,2185004.298,777249,23.63115917,3.426788042,1148.772919,8.960700329,3517802
1994,3876397.737,775368,24.19944915,3.362366288,894.8573225,7.982459534,3517802
1995,1939845.317,670725,24.15016335,2.742299006,1169.455838,8.832524623,3517802
1996,2751192.262,522126,23.47504554,3.297190288,1247.859759,9.535853908,3517802
1997,1874626.389,595287,23.86533129,3.086789049,1678.769086,11.71730268,3517802
1998,2480418.589,558954,23.81958891,3.125671382,1409.815177,11.01196215,3517802
1999,2251823.581,640431,23.86131851,3.23949716,955.4762955,7.743872419,3517802
2000,3097498.016,696069,23.64040229,3.513720555,1324.112246,9.291984463,3517802
2001,7874337.637,520443,23.8184051,3.333645911,1435.198868,10.68182629,3517802
2002,2234769.922,518661,24.88701365,3.109637648,965.2051519,9.095579008,3517802
2003,2330832.45,657261,23.73342154,3.257010571,1160.700027,8.78607921,3517802
2004,2972120.728,573408,23.72076764,3.393227281,1275.009291,9.68886082,3517802
2005,3966930,960498,24.09315658,3.110067115,1513.73969,11.41318187,3517802
2006,3911283.2,919413,24.13780804,2.976580823,1654.730942,12.96775755,3517802
2007,6719441.069,1478268,24.5751257,3.267207053,1149.753674,9.33962031,3517802
2008,3842347.198,1428372,23.85449595,2.908564704,1293.481617,10.27476334,3517802
2009,3118136.418,1226610,23.63720482,3.178976249,1840.4203,13.20169779,3517802
2010,4407087.13,1272744,23.65650896,3.070251558,1195.087907,10.05889238,3517802
2011,8905891.785,2029500,23.5751247,3.132117015,1262.508183,9.518613284,3517802
2012,7429744.514,2260368,24.08390795,3.401971266,1406.754583,12.4882288,3517802
2013,5457459.89,2242053,23.53293772,3.139640449,1062.933822,8.546639332,3517802
2014,5835318.402,2523708,24.08702359,2.945391101,693.0725673,5.728352283,3517802
1990,1952832.088,2444013,22.91903781,3.597535352,1260.506662,8.23314213,3517901
1991,2620946.643,2459457,22.87704671,2.605784439,1501.645073,12.13012001,3517901
1992,4162519.607,2349666,23.473609,2.283439996,1388.881341,9.841456939,3517901
1993,4947735.062,1802394,23.66035038,3.058189423,1210.46464,10.25875981,3517901
1994,4944138.692,2389959,24.23263892,2.976876499,1100.245839,9.575421586,3517901
1995,3013877.2,2212848,24.00757033,2.582996576,1491.912827,12.08601058,3517901
1996,3612590.202,2443023,23.51876673,3.123979204,1392.069494,9.6751787,3517901
1997,2990757.181,2175327,23.89694225,3.042792705,1363.840923,9.376962671,3517901
1998,3011754.886,2059794,23.95951164,2.935822672,1428.748379,11.30106261,3517901
1999,2989806.783,1903077,23.83124809,2.941836356,890.2115361,7.648710663,3517901
2000,1889315.048,1463022,23.81441023,3.211741273,1468.07258,11.42637497,3517901
2001,3337817.253,1570536,23.96143005,3.008064778,1455.205396,11.34259584,3517901
2002,3722416.923,1579941,24.84029314,2.875421333,1326.992318,12.06627514,3517901
2003,3109214.649,1617759,23.88550542,2.842625673,1388.285553,10.77278397,3517901
2004,3536026.765,1739232,23.63782737,3.152246866,1171.775603,9.463952253,3517901
2005,3091572,1738737,24.22558769,2.775491047,1290.039138,10.26117515,3517901
2006,8353049.714,2450448,23.90199269,2.709828133,1550.716716,11.36465284,3517901
2007,7136203.555,2742300,24.53266526,2.949051879,1045.783257,8.643346088,3517901
2008,4870962.743,2801304,23.62644036,2.609422053,1590.356874,12.59875145,3517901
2009,5214581.523,2573010,23.40277263,2.977680021,1779.836915,10.95221298,3517901
2010,7336499.571,2880207,24.04776744,2.827682692,1199.852737,10.68706961,3517901
2011,8208261.322,3071475,22.75488726,2.72527973,1524.898245,10.61081834,3517901
2012,5742839.236,3047616,24.12768385,2.993128279,1146.19643,9.255127492,3517901
2013,6972053.75,3570831,22.48590959,2.853903845,1416.21637,11.3333185,3517901
2014,8235004.98,4219776,23.45566007,2.821607838,1249.174526,8.890644157,3517901
1990,305867.6969,338976,22.67820699,3.728929471,1368.943523,9.745549766,3518107
1991,141834.2131,291951,22.66944008,2.688373941,1458.104845,9.333320568,3518107
1992,235264.6414,186516,22.61493975,2.612518232,1482.180465,10.70152544,3518107
1993,240230.8903,221067,22.58629608,3.232572128,1448.770665,8.723752723,3518107
1994,283472.7717,144045,23.1049474,3.254186612,1300.804338,9.914679559,3518107
1995,131958.1923,100683,22.95032678,2.600602558,1506.35828,8.694005124,3518107
1996,262986.8608,111177,22.49452434,3.260970706,1168.511693,7.577395598,3518107
1997,261487.8647,195921,22.900141,3.076602927,1346.088119,8.562453094,3518107
1998,372588.2333,193347,22.98761879,3.156560105,1434.783715,9.469643991,3518107
1999,294681.9022,152559,22.97937044,3.140220931,1190.463771,8.694703282,3518107
2000,260539.9384,164835,22.67669371,3.459696598,1326.114984,8.610511209,3518107
2001,675238.1146,214335,22.84865579,3.19217922,1258.849639,8.940429004,3518107
2002,1436981.33,349569,23.61278616,3.085632879,875.7556351,6.372707407,3518107
2003,1672420.244,382734,22.8278002,2.916646128,1119.926324,7.717997664,3518107
2004,1610687.887,345807,22.20153605,3.232612767,1144.437768,7.94174756,3518107
2005,2353923,291555,22.80134493,2.795487808,1218.49335,9.849208976,3518107
2006,3356348.153,403425,22.6485686,2.912437832,914.2985301,6.260379503,3518107
2007,2080755.933,460350,23.17158489,3.089924916,1477.555975,10.19530971,3518107
2008,2842608.177,413919,22.51850051,2.581798944,1057.110747,7.403541231,3518107
2009,5343311.253,1196019,22.13634224,3.084113856,1905.977387,10.94090167,3518107
2010,5178692.687,1263636,22.15528249,3.09003099,1043.705266,7.796448889,3518107
2011,4974253.242,1254528,22.43184797,2.919766109,1458.068363,10.28440398,3518107
2012,,148500,22.60351522,3.166721143,1494.825049,9.664768772,3518107
2013,3396914.519,1299375,21.70718992,3.026010639,1415.608624,10.00686386,3518107
2014,3043123.404,1281951,23.14880857,3.060777347,1225.783362,9.212991045,3518107
1990,2488943.258,2532618,23.2701075,3.856120301,1260.114332,9.886575224,3518206
1991,2415234.657,2427183,23.3255742,2.845675529,1113.054256,9.131363271,3518206
1992,4406275.589,2197404,23.05037557,2.804033572,1439.089495,10.40312877,3518206
1993,3283141.514,1919016,23.58865074,3.406389504,1291.129408,8.718313516,3518206
1994,3345834.767,2360259,24.14578031,3.364200249,1141.902687,10.05998679,3518206
1995,4190920.32,2478366,24.05601078,2.744694377,1240.298105,8.074507806,3518206
1996,4362834.266,2883177,23.45933134,3.254567135,1153.4626,8.96009494,3518206
1997,5468892.959,2884068,23.84846647,3.091443859,1280.656856,8.968434506,3518206
1998,4837755.681,2727648,23.79385705,3.131961596,1557.635305,11.17251593,3518206
1999,6814598.891,2638350,23.8123751,3.240143962,1461.538769,12.74797684,3518206
2000,6931760.453,2449260,23.6525514,3.505964806,1490.963489,9.8140534,3518206
2001,5965198.794,2569941,23.85538959,3.300554808,1260.392853,9.329794175,3518206
2002,9052713.951,2931489,24.92754186,3.075791797,1294.138931,10.30342161,3518206
2003,6289291.452,3317688,23.88969808,3.150017778,1208.880202,9.287523018,3518206
2004,7554840.005,3578058,23.74197255,3.386480424,1200.748616,8.862096984,3518206
2005,8446680,3579345,24.16600084,3.026873813,1417.950426,10.58872903,3518206
2006,9792421.811,3870405,24.12735857,2.969449043,1414.382784,10.47308035,3518206
2007,14681528.35,5174235,24.5932358,3.254768054,1368.833476,11.04051275,3518206
2008,10694448.58,5348970,23.84849433,2.877497783,1235.262492,10.49864622,3518206
2009,12154831.3,5566968,23.68377158,3.096998223,2180.690508,14.22843354,3518206
2010,15728595.87,5972472,23.87782839,2.979383519,1222.179352,9.234953496,3518206
2011,15495915.36,5705667,23.48538344,3.102246206,1481.96613,11.0893464,3518206
2012,14494061.68,6013458,24.30722361,3.264149989,1379.392561,10.17058823,3518206
2013,8331346.538,4494600,23.23203536,3.169291283,1102.36787,9.201392793,3518206
2014,7793974.769,4309470,23.87368287,2.994953445,1170.523638,8.960911723,3518206
1990,167950.3217,72765,19.21835396,4.079055601,1216.39009,6.284986245,3518305
1991,134282.8294,70785,19.02194821,3.041689392,1471.38208,9.233350248,3518305
1992,339177.1804,65835,19.60365839,3.074223054,1251.432634,7.155178612,3518305
1993,186664.1934,71280,20.32315066,3.487121462,1260.31991,7.314850218,3518305
1994,226272.3634,70884,20.51698658,3.579985182,1063.956194,6.771911951,3518305
1995,298053.8292,70587,20.49386113,3.072500343,1783.437537,10.5674233,3518305
1996,,22671,19.98518529,3.611315373,1560.52328,9.74710321,3518305
1997,240121.7915,76428,20.49833715,3.250403391,1273.372259,8.736860918,3518305
1998,357302.5622,76428,20.5433625,3.495329361,1496.561063,9.201072968,3518305
1999,433073.7283,82665,19.90104104,3.46705868,1192.589511,9.08576784,3518305
2000,658121.8456,86526,20.18422411,3.53420805,1426.938371,9.390185489,3518305
2001,834685.8763,93258,20.80319489,3.250641463,1402.048073,8.381485183,3518305
2002,688851.8066,83952,21.32951025,3.203312149,1162.293553,7.198938328,3518305
2003,667591.2421,83853,20.59399487,3.482682604,1143.086487,7.832050629,3518305
2004,849879.2981,80685,19.92634883,3.162344852,1179.654103,7.144106394,3518305
2005,884070,79299,20.69583277,2.945753537,1091.280021,6.834974565,3518305
2006,1051126.298,81180,20.57941863,3.310060826,1326.919587,8.639618318,3518305
